"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
군산 비안도(bgbi5),"2020-10-01 00:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 01:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 02:00",20.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 03:00",20.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 04:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 05:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 06:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 07:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 08:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 09:00",20.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 10:00",20.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 11:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 12:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 13:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 14:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 15:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 16:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 17:00",20.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 18:00",20.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 19:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 20:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 21:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 22:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-01 23:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 00:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 01:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 02:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 03:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 05:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 06:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 07:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 08:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 09:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 10:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 11:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 12:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 13:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 14:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 15:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 16:00",21.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 17:00",21.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 18:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 19:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 20:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 21:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 22:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-02 23:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 00:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 01:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 02:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 03:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 04:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 05:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 06:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 07:00",21,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 08:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 09:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 10:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 11:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 12:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 13:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 14:00",21.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 15:00",21.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 16:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 17:00",21.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 18:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 19:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 20:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 21:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 22:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-03 23:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 00:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 01:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 04:00",20.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 05:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 06:00",20,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 08:00",20.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 09:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 10:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 11:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 12:00",20.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 13:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 15:00",20.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 16:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 17:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 18:00",21.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 19:00",20.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 22:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-04 23:00",20.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 03:00",20.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 04:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 05:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 06:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 08:00",20.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-10-05 09:00",20.3,,,1,,,,,,,,
