"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
군산 비안도(bgbi5),"2020-08-01 00:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 01:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 02:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 03:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 04:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 05:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 07:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 08:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 09:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 10:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 12:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 14:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 15:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 16:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 17:00",23.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 18:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 19:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 20:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 21:00",23,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 22:00",22.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-01 23:00",22.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 00:00",23.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 01:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 02:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 03:00",23.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 04:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 05:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 06:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 07:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 08:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 09:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 10:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 11:00",23.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 12:00",23.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 13:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 14:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 15:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 16:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 17:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 18:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 19:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 21:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 22:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-02 23:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 00:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 01:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 02:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 03:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 04:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 05:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 06:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 07:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 08:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 09:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 10:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 11:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 12:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 13:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 14:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 15:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 16:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 17:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 18:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 19:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 20:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 22:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-03 23:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 00:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 01:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 03:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 04:00",23,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 05:00",22.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 06:00",22.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 07:00",23.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 08:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 09:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 10:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 11:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 12:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 13:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 14:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 15:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 16:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 17:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 18:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 19:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 20:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 21:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 22:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-04 23:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 00:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 01:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 02:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 03:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 04:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 05:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 06:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 07:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 08:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 09:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 10:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 11:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 12:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 13:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 14:00",25.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 15:00",25.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 16:00",25.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 17:00",25.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 18:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 19:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 20:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 21:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 22:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-05 23:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 00:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 01:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 02:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 03:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 04:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 06:00",23.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 07:00",23.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 08:00",23.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 09:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 10:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 12:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 13:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 14:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 15:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 16:00",23.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 17:00",23.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 18:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 19:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 20:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 21:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 22:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-06 23:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 00:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 01:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 02:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 03:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 04:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 05:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 06:00",25,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 07:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 08:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 09:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 10:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 11:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 12:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 13:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 14:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 15:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 16:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 17:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 18:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 19:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 20:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 22:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-07 23:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 00:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 01:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 02:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 03:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 04:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 05:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 08:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 09:00",24.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 10:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 11:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 13:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 14:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 16:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 17:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 18:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 19:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 20:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 21:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-08 23:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 00:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 01:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 02:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 03:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 04:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 05:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 07:00",23.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 08:00",23.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 10:00",23.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 11:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 12:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 13:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 14:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 15:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 16:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 18:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 19:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 20:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 21:00",23.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 22:00",24.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-09 23:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 00:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 01:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 02:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 04:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 06:00",23.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 07:00",23.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 08:00",24.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 09:00",24.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 10:00",25.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 11:00",25.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 12:00",26.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 13:00",26.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 14:00",27,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 15:00",26.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 16:00",26.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 17:00",26.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 18:00",26.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 19:00",25.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 20:00",25.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 21:00",25.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 22:00",25.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-10 23:00",25.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 00:00",25.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 01:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 02:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 03:00",25,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 04:00",24.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 05:00",25.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 06:00",24.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 07:00",24.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 08:00",24,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 10:00",24.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 11:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 12:00",24.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-08-11 13:00",24.9,,,1,,,,,,,,
