"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
군산 비안도(bgbi5),"2020-04-01 00:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 01:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 02:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 03:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 04:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 05:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 07:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 08:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 09:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 10:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 11:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 12:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 13:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 14:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 15:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 16:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 17:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 18:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 19:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 20:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 21:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 22:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-01 23:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 00:00",8.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 01:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 02:00",8.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 03:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 04:00",8.6,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 05:00",8.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 06:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 07:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 08:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 09:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 10:00",8.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 11:00",9.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 12:00",9.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 13:00",9.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 14:00",9.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 16:00",9.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 17:00",9.5,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 18:00",9.3,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 19:00",9.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 20:00",9.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-02 21:00",9.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 02:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 07:00",8.7,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 08:00",8.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 09:00",8.9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 10:00",9,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 11:00",9.4,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 12:00",10.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 13:00",10.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 14:00",10.2,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 16:00",10.1,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 17:00",9.8,,,1,,,,,,,,
군산 비안도(bgbi5),"2020-04-03 18:00",9.6,,,1,,,,,,,,
